date,team1,team2,winner,t1_bat_total_runs,t1_bat_wickets_lost,t1_bat_pp_rr,t1_bat_death_rr,t1_bat_boundaries,t1_bat_dot_pct,t1_bowl_runs_conceded,t1_bowl_wickets_taken,t1_bowl_pp_wkts,t1_bowl_death_econ,t1_bowl_dot_pct,t2_bat_total_runs,t2_bat_wickets_lost,t2_bat_pp_rr,t2_bat_death_rr,t2_bat_boundaries,t2_bat_dot_pct,t2_bowl_runs_conceded,t2_bowl_wickets_taken,t2_bowl_pp_wkts,t2_bowl_death_econ,t2_bowl_dot_pct
2010-03-20,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,151,9,7.5,9.8,18,0.4,155,3,0,9.12,0.339,155,3,9.167,9.12,20,0.339,151,9,2,9.8,0.4
2010-03-20,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,134,5,6.333,7.0,14,0.35,168,7,2,8.8,0.283,168,7,9.333,8.8,22,0.283,134,5,1,7.0,0.35
2010-03-21,Deccan Chargers,Delhi Daredevils,Deccan Chargers,171,6,7.833,11.2,24,0.383,161,9,1,9.0,0.317,161,9,8.0,9.0,19,0.317,171,6,2,11.2,0.383
2010-03-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,155,3,6.833,10.6,17,0.317,156,3,0,9.714,0.333,156,3,9.5,9.714,22,0.333,155,3,0,10.6,0.317
2010-03-23,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,135,7,4.833,8.0,17,0.45,171,5,1,13.4,0.383,171,5,6.333,13.4,22,0.383,135,7,1,8.0,0.45
2010-03-24,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,152,10,12.667,6.0,17,0.33,183,5,1,10.0,0.292,183,5,8.833,10.0,24,0.292,152,10,1,6.0,0.33
2010-03-25,Chennai Super Kings,Mumbai Indians,Mumbai Indians,180,2,8.5,10.8,21,0.25,181,5,0,12.0,0.307,181,5,10.5,12.0,22,0.307,180,2,2,10.8,0.25
2010-03-25,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,183,4,10.667,11.0,20,0.258,166,9,0,9.0,0.258,166,9,7.667,9.0,18,0.258,183,4,2,11.0,0.258
2010-03-26,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,148,9,9.167,8.0,14,0.333,151,2,0,18.0,0.372,151,2,9.0,18.0,20,0.372,148,9,2,8.0,0.333
2010-03-27,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,144,6,7.0,8.4,16,0.375,183,5,2,11.4,0.333,183,5,8.333,11.4,23,0.333,144,6,2,8.4,0.375
2010-03-28,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,160,6,9.667,8.2,17,0.3,177,8,1,9.6,0.3,177,8,9.667,9.6,22,0.3,160,6,1,8.2,0.3
2010-03-28,Deccan Chargers,Mumbai Indians,Mumbai Indians,131,10,8.333,3.375,15,0.443,172,7,1,14.4,0.417,172,7,8.667,14.4,27,0.417,131,10,4,3.375,0.443
2010-03-29,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,177,4,10.333,8.4,22,0.283,137,9,3,7.8,0.367,137,9,6.0,7.8,14,0.367,177,4,3,8.4,0.283
2010-03-30,Kings XI Punjab,Mumbai Indians,Mumbai Indians,163,10,8.0,9.0,15,0.308,164,6,1,10.222,0.342,164,6,7.5,10.222,18,0.342,163,10,2,9.0,0.308
2010-03-31,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,162,5,9.333,9.652,17,0.31,161,4,1,8.8,0.342,161,4,8.667,8.8,21,0.342,162,5,0,9.652,0.31
2010-03-31,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,188,6,8.667,13.6,23,0.275,121,10,4,5.25,0.491,121,10,6.5,5.25,15,0.491,188,6,3,13.6,0.275
2010-04-01,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,157,5,9.833,6.4,20,0.342,181,6,2,13.0,0.358,181,6,7.667,13.0,24,0.358,157,5,1,6.4,0.342
2010-04-02,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,181,5,6.833,12.4,23,0.3,184,4,1,14.88,0.217,184,4,8.5,14.88,21,0.217,181,5,1,12.4,0.3
2010-04-03,Deccan Chargers,Mumbai Indians,Mumbai Indians,115,10,6.667,5.1,9,0.391,178,5,0,12.8,0.292,178,5,8.833,12.8,21,0.292,115,10,2,5.1,0.391
2010-04-03,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,246,5,11.0,15.2,36,0.275,223,5,0,9.6,0.3,223,5,10.333,9.6,33,0.3,246,5,1,15.2,0.275
2010-04-04,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,184,5,9.0,11.8,25,0.375,147,9,1,7.2,0.333,147,9,6.333,7.2,15,0.333,184,5,2,11.8,0.375
2010-04-04,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,204,2,11.5,14.4,29,0.164,200,3,0,10.2,0.3,200,3,8.833,10.2,26,0.3,204,2,1,14.4,0.164
2010-04-05,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,157,10,8.667,8.069,20,0.412,159,10,2,6.414,0.378,159,10,8.0,6.414,18,0.378,157,10,2,8.069,0.412
2010-04-06,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,165,4,7.0,8.2,16,0.292,141,9,0,9.8,0.392,141,9,7.667,9.8,14,0.392,165,4,1,8.2,0.292
2010-04-07,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,167,8,7.333,6.4,20,0.292,181,3,0,11.0,0.317,181,3,8.333,11.0,23,0.317,167,8,1,6.4,0.292
2010-04-07,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,153,6,8.667,5.4,17,0.325,157,1,0,0.0,0.333,157,1,11.667,0.0,25,0.333,153,6,1,5.4,0.325
2010-04-08,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,186,3,5.333,14.077,25,0.293,184,6,1,15.4,0.383,184,6,7.667,15.4,23,0.383,186,3,1,14.077,0.293
2010-04-09,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,158,4,9.333,9.692,23,0.362,154,9,2,9.0,0.275,154,9,8.5,9.0,17,0.275,158,4,1,9.692,0.362
2010-04-10,Chennai Super Kings,Deccan Chargers,Deccan Chargers,138,8,9.167,5.6,12,0.342,139,4,2,8.88,0.435,139,4,6.167,8.88,14,0.435,138,8,1,5.6,0.342
2010-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,160,9,10.167,7.2,21,0.433,162,3,1,19.385,0.301,162,3,8.0,19.385,20,0.301,160,9,1,7.2,0.433
2010-04-11,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,111,10,7.5,6.429,8,0.492,112,3,0,6.545,0.402,112,3,6.5,6.545,13,0.402,111,10,3,6.429,0.492
2010-04-11,Mumbai Indians,Rajasthan Royals,Mumbai Indians,174,5,7.833,13.6,23,0.317,137,8,3,9.6,0.383,137,8,5.667,9.6,12,0.383,174,5,3,13.6,0.317
2010-04-12,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,151,6,5.833,8.0,16,0.383,138,10,1,7.714,0.373,138,10,6.333,7.714,12,0.373,151,6,3,8.0,0.383
2010-04-13,Delhi Daredevils,Mumbai Indians,Mumbai Indians,144,7,11.5,7.2,13,0.25,183,4,1,15.0,0.292,183,4,7.333,15.0,21,0.292,144,7,1,7.2,0.25
2010-04-13,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,143,1,11.167,0.0,20,0.333,139,8,4,9.2,0.467,139,8,3.667,9.2,14,0.467,143,1,1,0.0,0.333
2010-04-14,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,130,6,5.0,8.6,15,0.467,132,5,2,12.0,0.457,132,5,9.833,12.0,22,0.457,130,6,3,8.6,0.467
2010-04-15,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,112,9,6.5,7.355,11,0.512,113,4,3,9.0,0.438,113,4,5.5,9.0,8,0.438,112,9,3,7.355,0.512
2010-04-16,Deccan Chargers,Kings XI Punjab,Deccan Chargers,178,5,7.5,11.28,24,0.339,174,3,1,15.2,0.4,174,3,7.167,15.2,27,0.4,178,5,1,11.28,0.339
2010-04-17,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,191,4,5.667,10.6,24,0.333,134,9,2,7.2,0.325,134,9,5.667,7.2,13,0.325,191,4,1,10.6,0.333
2010-04-17,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,133,2,7.0,12.857,20,0.412,132,9,0,6.2,0.4,132,9,7.667,6.2,16,0.4,133,2,2,12.857,0.412
2010-04-18,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,195,4,8.167,13.929,29,0.305,192,3,1,12.2,0.3,192,3,8.167,12.2,27,0.3,195,4,2,13.929,0.305
2010-04-18,Deccan Chargers,Delhi Daredevils,Deccan Chargers,145,7,6.333,5.6,18,0.392,134,7,3,9.6,0.383,134,7,6.5,9.6,14,0.383,145,7,2,5.6,0.392
2010-04-19,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,135,1,7.333,11.2,16,0.4,133,8,2,9.4,0.367,133,8,7.0,9.4,14,0.367,135,1,0,11.2,0.4
2010-04-21,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,184,5,9.0,15.4,21,0.333,149,9,1,6.2,0.358,149,9,7.333,6.2,15,0.358,184,5,2,15.4,0.333
2010-04-22,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,142,7,6.5,9.2,15,0.367,104,10,2,5.308,0.552,104,10,3.833,5.308,11,0.552,142,7,3,9.2,0.367
2010-04-24,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,82,10,4.5,1.143,10,0.613,86,1,0,0.0,0.446,86,1,5.5,0.0,11,0.446,82,10,3,1.143,0.613
2010-04-25,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,168,5,6.667,12.0,19,0.367,146,9,1,9.0,0.4,146,9,5.5,9.0,17,0.4,168,5,0,12.0,0.367
2011-04-08,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,153,4,7.5,9.2,18,0.292,151,7,0,8.0,0.333,151,7,8.667,8.0,17,0.333,153,4,1,9.2,0.292
2011-04-09,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,137,8,7.333,9.4,15,0.417,141,2,1,12.522,0.398,141,2,5.167,12.522,18,0.398,137,8,2,9.4,0.417
2011-04-09,Kochi Tuskers Kerala,Royal Challengers Bangalore,Royal Challengers Bangalore,161,5,10.167,7.4,18,0.325,162,4,2,12.0,0.366,162,4,8.0,12.0,19,0.366,161,5,0,7.4,0.325
2011-04-10,Delhi Daredevils,Mumbai Indians,Mumbai Indians,95,10,6.333,3.0,11,0.519,99,2,1,7.636,0.426,99,2,5.167,7.636,9,0.426,95,10,3,3.0,0.519
2011-04-10,Kings XI Punjab,Pune Warriors,Pune Warriors,112,8,6.171,8.8,13,0.538,113,3,1,0.0,0.456,113,3,7.333,0.0,18,0.456,112,8,5,8.8,0.538
2011-04-11,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,154,8,5.0,10.6,18,0.333,163,4,0,9.0,0.375,163,4,7.667,9.0,23,0.375,154,8,2,10.6,0.333
2011-04-12,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,151,6,5.0,12.4,20,0.467,152,4,1,8.857,0.396,152,4,9.5,8.857,19,0.396,151,6,2,12.4,0.467
2011-04-12,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,143,1,6.667,7.714,20,0.36,140,4,2,9.8,0.333,140,4,4.0,9.8,15,0.333,143,1,1,7.714,0.36
2011-04-13,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,188,4,5.167,12.4,24,0.317,193,4,1,13.2,0.226,193,4,10.833,13.2,29,0.226,188,4,2,12.4,0.317
2011-04-13,Kochi Tuskers Kerala,Pune Warriors,Pune Warriors,148,8,6.167,7.4,17,0.442,151,6,1,9.391,0.398,151,6,7.333,9.391,17,0.398,148,8,4,7.4,0.442
2011-04-14,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,175,5,6.833,12.2,23,0.325,142,9,3,10.0,0.408,142,9,4.667,10.0,15,0.408,175,5,1,12.2,0.325
2011-04-15,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,160,1,10.333,8.571,21,0.297,159,4,1,11.4,0.325,159,4,5.167,11.4,15,0.325,160,1,1,8.571,0.297
2011-04-15,Kochi Tuskers Kerala,Mumbai Indians,Kochi Tuskers Kerala,184,2,8.333,12.5,27,0.333,182,2,0,11.4,0.317,182,2,7.333,11.4,23,0.317,184,2,0,12.5,0.333
2011-04-16,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,165,8,8.0,10.4,20,0.283,166,2,0,10.125,0.377,166,2,10.333,10.125,23,0.377,165,8,1,10.4,0.283
2011-04-16,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,183,5,7.5,11.4,25,0.267,162,7,3,10.0,0.333,162,7,5.5,10.0,18,0.333,183,5,0,11.4,0.267
2011-04-17,Delhi Daredevils,Pune Warriors,Delhi Daredevils,190,7,11.167,14.308,25,0.336,187,5,1,11.8,0.383,187,5,10.5,11.8,24,0.383,190,7,0,14.308,0.336
2011-04-17,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,85,2,4.333,0.0,8,0.458,81,10,2,3.0,0.446,81,10,6.0,3.0,7,0.446,85,2,1,0.0,0.458
2011-04-18,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,131,4,7.0,11.0,18,0.382,135,3,1,0.0,0.389,135,3,8.167,0.0,19,0.389,131,4,1,11.0,0.382
2011-04-19,Deccan Chargers,Delhi Daredevils,Deccan Chargers,168,4,7.167,7.8,23,0.308,152,7,3,9.0,0.392,152,7,6.333,9.0,17,0.392,168,4,1,7.8,0.308
2011-04-20,Mumbai Indians,Pune Warriors,Mumbai Indians,124,3,5.333,7.0,11,0.367,118,10,4,7.714,0.49,118,10,5.5,7.714,15,0.49,124,3,1,7.0,0.367
2011-04-20,Kochi Tuskers Kerala,Kolkata Knight Riders,Kochi Tuskers Kerala,132,7,7.5,6.4,16,0.433,126,9,3,8.0,0.4,126,9,6.167,8.0,10,0.4,132,7,0,6.4,0.433
2011-04-21,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,195,7,12.833,5.2,26,0.35,147,7,2,6.8,0.367,147,7,7.5,6.8,18,0.367,195,7,1,5.2,0.35
2011-04-22,Chennai Super Kings,Mumbai Indians,Mumbai Indians,156,9,7.333,7.4,19,0.383,164,4,2,11.4,0.408,164,4,6.667,11.4,21,0.408,156,9,2,7.4,0.383
2011-04-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,171,5,8.333,11.4,19,0.325,175,1,0,7.263,0.349,175,1,9.5,7.263,27,0.349,171,5,1,11.4,0.325
2011-04-23,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,231,4,11.667,11.6,32,0.267,202,6,1,11.0,0.383,202,6,7.667,11.0,32,0.383,231,4,0,11.6,0.267
2011-04-24,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,109,10,5.333,4.2,8,0.417,111,2,0,0.0,0.388,111,2,6.333,0.0,15,0.388,109,10,2,4.2,0.417
2011-04-24,Deccan Chargers,Mumbai Indians,Mumbai Indians,135,8,6.833,7.0,15,0.392,172,4,1,14.0,0.317,172,4,9.5,14.0,23,0.317,135,8,2,7.0,0.392
2011-04-25,Chennai Super Kings,Pune Warriors,Chennai Super Kings,142,6,7.5,8.6,14,0.367,117,9,4,4.8,0.417,117,9,6.667,4.8,8,0.417,142,6,0,8.6,0.367
2011-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,160,6,7.0,9.0,18,0.358,161,7,1,9.778,0.376,161,7,10.833,9.778,22,0.376,160,6,1,9.0,0.358
2011-04-27,Chennai Super Kings,Pune Warriors,Chennai Super Kings,145,2,4.667,9.111,14,0.333,141,6,3,10.0,0.467,141,6,6.167,10.0,17,0.467,145,2,1,9.111,0.333
2011-04-27,Deccan Chargers,Kochi Tuskers Kerala,Deccan Chargers,129,7,3.333,7.8,14,0.433,74,10,6,0.667,0.586,74,10,4.833,0.667,9,0.586,129,7,3,7.8,0.433
2011-04-28,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,131,9,6.833,9.0,14,0.442,148,7,1,8.6,0.367,148,7,7.0,8.6,16,0.367,131,9,1,9.0,0.442
2011-04-29,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,94,8,5.167,5.4,6,0.475,95,3,1,6.947,0.55,95,3,3.0,6.947,9,0.55,94,8,2,5.4,0.475
2011-04-29,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,155,5,7.0,9.4,17,0.342,181,5,0,12.6,0.333,181,5,9.5,12.6,23,0.333,155,5,1,9.4,0.342
2011-04-30,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,157,7,5.667,12.6,19,0.442,119,10,3,7.043,0.407,119,10,6.167,7.043,12,0.407,157,7,2,12.6,0.442
2011-04-30,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,119,6,6.667,6.6,12,0.458,120,2,2,7.714,0.413,120,2,7.5,7.714,14,0.413,119,6,2,6.6,0.458
2011-05-01,Pune Warriors,Rajasthan Royals,Rajasthan Royals,143,7,8.167,8.2,17,0.367,144,4,1,11.556,0.385,144,4,5.667,11.556,15,0.385,143,7,1,8.2,0.367
2011-05-01,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,165,5,5.667,13.8,19,0.333,146,8,0,5.6,0.375,146,8,10.667,5.6,15,0.375,165,5,1,13.8,0.333
2011-05-02,Kings XI Punjab,Mumbai Indians,Mumbai Indians,136,8,4.0,7.0,14,0.317,159,5,1,9.0,0.333,159,5,5.833,9.0,21,0.333,136,8,1,7.0,0.317
2011-05-02,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,140,6,7.0,8.4,18,0.392,141,3,1,0.0,0.389,141,3,11.167,0.0,20,0.389,140,6,2,8.4,0.392
2011-05-03,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,149,6,6.833,8.2,14,0.292,169,4,1,11.8,0.333,169,4,6.833,11.8,19,0.333,149,6,2,8.2,0.292
2011-05-04,Mumbai Indians,Pune Warriors,Mumbai Indians,160,7,8.167,12.6,19,0.383,139,7,2,9.8,0.458,139,7,5.167,9.8,15,0.458,160,7,1,12.6,0.383
2011-05-04,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,149,2,7.167,8.455,14,0.277,147,6,0,6.8,0.367,147,6,7.833,6.8,18,0.367,149,2,1,8.455,0.277
2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kochi Tuskers Kerala,156,5,5.833,11.6,17,0.325,139,7,0,7.8,0.4,139,7,7.167,7.8,17,0.4,156,5,2,11.6,0.325
2011-05-05,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,175,5,7.167,10.0,22,0.308,179,6,3,7.5,0.351,179,6,4.833,7.5,24,0.351,175,5,1,10.0,0.308
2011-05-06,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,120,9,6.333,6.2,12,0.392,205,6,1,10.0,0.375,205,6,8.0,10.0,34,0.375,120,9,4,6.2,0.392
2011-05-07,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,114,4,2.5,7.4,8,0.383,61,2,2,0.0,0.433,61,2,5.5,0.0,7,0.433,114,4,2,7.4,0.383
2011-05-07,Delhi Daredevils,Mumbai Indians,Mumbai Indians,146,10,3.833,9.724,21,0.437,178,4,1,9.8,0.342,178,4,8.333,9.8,26,0.342,146,10,4,9.724,0.437
2011-05-08,Kochi Tuskers Kerala,Royal Challengers Bangalore,Royal Challengers Bangalore,125,9,8.167,5.6,12,0.425,128,1,1,0.0,0.418,128,1,13.167,0.0,20,0.418,125,9,1,5.6,0.425
2011-05-08,Kings XI Punjab,Pune Warriors,Pune Warriors,119,8,5.667,4.6,13,0.417,120,5,1,2.769,0.476,120,5,6.667,2.769,16,0.476,119,8,1,4.6,0.417
2011-05-09,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,196,3,9.167,12.0,25,0.267,133,10,2,4.222,0.376,133,10,8.0,4.222,12,0.376,196,3,0,12.0,0.267
2011-05-10,Deccan Chargers,Pune Warriors,Pune Warriors,136,8,8.333,7.2,13,0.283,137,4,0,7.5,0.509,137,4,8.667,7.5,22,0.509,136,8,0,7.2,0.283
2011-05-10,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,163,8,6.5,7.8,18,0.367,87,10,3,0.0,0.494,87,10,5.5,0.0,12,0.494,163,8,1,7.8,0.367
2011-05-11,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,146,6,7.167,6.8,15,0.383,151,1,0,12.5,0.343,151,1,11.0,12.5,23,0.343,146,6,0,6.8,0.383
2011-05-12,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,176,4,7.0,14.2,23,0.325,158,6,1,10.2,0.383,158,6,8.667,10.2,17,0.383,176,4,2,14.2,0.325
2011-05-13,Kings XI Punjab,Kochi Tuskers Kerala,Kings XI Punjab,181,4,8.167,9.391,27,0.381,178,7,0,9.6,0.342,178,7,10.333,9.6,19,0.342,181,4,2,9.391,0.381
2011-05-14,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,89,4,5.5,0.0,10,0.449,105,6,2,0.0,0.419,105,6,10.833,0.0,15,0.419,89,4,3,0.0,0.449
2011-05-14,Deccan Chargers,Mumbai Indians,Deccan Chargers,135,6,5.333,10.6,13,0.342,125,8,3,9.8,0.5,125,8,4.333,9.8,12,0.5,135,6,1,10.6,0.342
2011-05-15,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,141,8,7.0,8.8,19,0.517,170,6,1,8.8,0.433,170,6,7.167,8.8,26,0.433,141,8,0,8.8,0.517
2011-05-15,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,98,2,14.5,0.0,16,0.409,97,10,3,2.857,0.613,97,10,5.333,2.857,13,0.613,98,2,2,0.0,0.409
2011-05-16,Deccan Chargers,Pune Warriors,Deccan Chargers,138,4,9.5,6.923,14,0.397,136,9,2,8.8,0.5,136,9,6.5,8.8,17,0.5,138,4,0,6.923,0.397
2011-05-17,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,232,2,5.0,11.8,32,0.325,121,10,3,12.0,0.5,121,10,5.667,12.0,16,0.5,232,2,1,11.8,0.325
2011-05-18,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,152,5,6.833,10.2,16,0.317,141,5,1,10.2,0.333,141,5,6.667,10.2,13,0.333,152,5,2,10.2,0.317
2011-05-19,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,119,3,7.333,3.0,14,0.44,118,7,2,7.4,0.45,118,7,4.833,7.4,11,0.45,119,3,1,3.0,0.44
2011-05-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,133,5,4.333,7.8,14,0.367,134,0,0,0.0,0.329,134,0,8.667,0.0,21,0.329,133,5,2,7.8,0.367
2011-05-21,Deccan Chargers,Kings XI Punjab,Deccan Chargers,198,2,9.667,10.2,23,0.217,116,10,2,4.25,0.544,116,10,7.5,4.25,16,0.544,198,2,0,10.2,0.217
2011-05-22,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,128,8,3.833,9.8,14,0.508,129,2,1,8.333,0.444,129,2,7.333,8.333,16,0.444,128,8,4,9.8,0.508
2011-05-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,175,7,7.667,10.8,23,0.292,178,5,1,13.6,0.308,178,5,9.0,13.6,23,0.308,175,7,2,10.8,0.292
2011-05-24,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,177,4,4.167,14.357,24,0.381,175,4,1,10.6,0.333,175,4,7.333,10.6,20,0.333,177,4,2,14.357,0.381
2011-05-25,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,147,7,4.167,9.0,18,0.375,148,6,0,6.462,0.405,148,6,10.333,6.462,21,0.405,147,7,4,9.0,0.375
2011-05-27,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,142,8,8.667,7.8,17,0.392,185,4,0,7.0,0.3,185,4,11.333,7.0,21,0.3,142,8,2,7.8,0.392
2011-05-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,205,5,9.333,8.8,20,0.25,147,8,2,8.0,0.35,147,8,7.833,8.0,15,0.35,205,5,0,8.8,0.25
2012-04-04,Chennai Super Kings,Mumbai Indians,Mumbai Indians,112,10,7.0,3.517,7,0.387,115,3,0,8.182,0.426,115,3,8.833,8.182,14,0.426,112,10,2,3.517,0.387
2012-04-05,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,100,2,8.0,0.0,12,0.254,97,9,4,0.0,0.375,97,9,7.667,0.0,11,0.375,100,2,0,0.0,0.254
2012-04-06,Mumbai Indians,Pune Warriors,Pune Warriors,101,9,4.5,5.4,10,0.508,129,9,3,7.6,0.375,129,9,5.0,7.6,12,0.375,101,9,3,5.4,0.508
2012-04-06,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,160,9,7.5,8.6,18,0.3,191,4,0,12.8,0.292,191,4,9.5,12.8,26,0.292,160,9,2,8.6,0.3
2012-04-07,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,193,6,7.333,14.4,22,0.317,119,10,1,8.308,0.417,119,10,7.5,8.308,15,0.417,193,6,2,14.4,0.317
2012-04-07,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,137,7,7.667,9.2,15,0.375,157,8,2,9.8,0.35,157,8,7.667,9.8,19,0.35,137,7,1,9.2,0.375
2012-04-08,Kings XI Punjab,Pune Warriors,Pune Warriors,144,8,3.167,9.0,15,0.375,166,6,2,10.6,0.35,166,6,6.333,10.6,18,0.35,144,8,2,9.0,0.375
2012-04-08,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,142,10,4.5,9.6,15,0.392,164,5,1,9.6,0.35,164,5,6.167,9.6,19,0.35,142,10,4,9.6,0.392
2012-04-09,Deccan Chargers,Mumbai Indians,Mumbai Indians,138,9,7.5,8.4,14,0.4,142,5,2,11.4,0.383,142,5,4.833,11.4,16,0.383,138,9,2,8.4,0.4
2012-04-10,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,110,8,6.833,6.0,10,0.483,111,2,2,0.0,0.312,111,2,8.333,0.0,14,0.312,110,8,2,6.0,0.483
2012-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,165,8,10.0,7.4,21,0.358,123,9,3,8.4,0.408,123,9,3.333,8.4,11,0.408,165,8,0,7.4,0.358
2012-04-11,Mumbai Indians,Rajasthan Royals,Mumbai Indians,197,6,9.0,12.0,26,0.275,170,10,2,7.286,0.407,170,10,7.333,7.286,22,0.407,197,6,1,12.0,0.275
2012-04-12,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,208,5,8.667,15.4,26,0.275,205,8,1,11.2,0.317,205,8,9.333,11.2,26,0.317,208,5,0,15.4,0.275
2012-04-12,Kings XI Punjab,Pune Warriors,Kings XI Punjab,116,3,6.333,10.5,15,0.453,115,10,3,4.75,0.474,115,10,4.833,4.75,12,0.474,116,3,1,10.5,0.453
2012-04-13,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,137,5,6.0,9.692,14,0.397,131,5,0,9.2,0.433,131,5,7.5,9.2,15,0.433,137,5,1,9.692,0.397
